Price;RegistrationYear;Power;Kilometer
2300;2004;0;150000
12999;2002;306;90000
7800;2006;131;150000
1000;2016;0;150000
6200;2009;95;100000
5300;2009;68;100000
1849;1997;193;150000
1800;1999;58;90000
2100;2005;64;150000
9900;2000;250;150000
1700;1999;193;150000
950;2002;0;90000
800;1996;122;150000
500;2001;188;150000
11850;2011;95;60000
890;2007;75;150000
250;2000;0;5000
5900;2004;150;150000
600;1998;0;150000
2500;2001;0;150000
1299;1999;102;150000
750;1998;193;150000
4500;2004;105;150000
4000;1999;120;150000
950;1999;60;150000
3900;2016;0;90000
4200;2003;90;150000
5950;2003;131;100000
2650;2006;105;150000
9500;2005;265;150000
9250;2012;75;40000
850;1996;116;150000
2990;2002;116;30000
16000;2010;170;90000
499;1992;54;125000
2500;1999;170;150000
3499;2004;75;150000
5500;2007;75;100000
400;2016;0;150000
1699;2003;102;150000
2400;2006;75;150000
2999;2000;122;150000
13800;2005;333;150000
1100;2017;0;150000
6200;2009;68;30000
3450;2007;88;100000
3500;2005;125;30000
7500;2013;71;40000
6999;2010;186;125000
11000;2012;105;80000
2100;2004;65;150000
3999;2002;131;150000
13900;2008;150;80000
550;1995;105;150000
1690;2000;0;125000
250;2001;0;150000
480;2016;0;150000
3200;2000;75;125000
11500;2006;129;90000
11540;2010;122;80000
13199;2012;120;30000
12790;2001;163;40000
600;1995;122;150000
2500;2001;125;150000
13750;2015;86;20000
8200;2013;75;80000
3000;2004;110;150000
2300;1996;0;150000
550;2001;0;150000
2350;1999;150;150000
1750;1997;0;150000
14900;2012;105;50000
12800;2010;140;80000
1800;2004;63;125000
150;1993;0;150000
3100;2004;101;150000
5500;2003;163;150000
5000;2006;185;125000
0;2005;75;150000
480;2001;75;150000
1800;1994;102;150000
350;1999;120;125000
10490;2013;80;30000
3800;2000;122;150000
1290;2001;101;5000
1200;1998;101;150000
10999;2011;117;60000
13900;2013;86;30000
2000;1997;193;150000
5600;2000;224;150000
18000;2012;122;20000
5300;2007;95;150000
13500;2007;218;150000
2850;2000;105;150000
4900;2017;150;150000
3850;2001;141;150000
800;1998;100;150000
6490;2008;120;70000
4550;2003;105;150000
9000;2016;122;80000
2250;2004;75;150000
350;1997;65;150000
8400;2009;0;150000
7490;2009;105;70000
3250;2003;178;150000
2500;2000;90;150000
699;1997;116;150000
450;2005;58;125000
13500;2010;140;70000
9500;2005;109;150000
1200;2016;115;20000
12990;2007;190;150000
700;1997;45;150000
2750;2003;150;150000
15900;2011;140;125000
13499;2010;156;100000
1300;2001;75;125000
7990;2005;200;150000
550;1995;45;5000
999;1995;192;150000
950;1998;75;150000
4699;2006;109;100000
3500;2006;170;150000
3500;2016;64;100000
5997;2007;102;150000
2200;2003;113;150000
999;1999;75;150000
1200;1997;170;150000
180;1997;55;125000
999;1999;115;150000
1200;2000;75;150000
5500;2006;102;150000
5250;1996;193;150000
9000;2008;140;150000
4600;2009;75;80000
2500;1999;150;150000
200;2005;58;150000
0;2000;0;5000
2799;1999;116;150000
9600;2008;177;150000
1600;2001;101;150000
5999;2012;69;50000
2200;2003;0;150000
2500;2000;150;150000
7600;2006;122;125000
7499;2001;170;150000
1100;1996;75;125000
890;1997;136;100000
1099;1995;75;125000
3999;2006;131;150000
4999;2011;0;125000
250;2017;59;125000
2799;2001;75;90000
1200;2000;95;150000
3299;1989;132;150000
4799;2017;143;150000
3999;1999;193;150000
650;1997;60;150000
8800;2011;165;30000
2000;1998;204;150000
12800;1999;265;100000
398;1996;116;150000
2700;2001;170;150000
6999;2001;265;150000
4000;1999;0;150000
2190;2003;155;150000
7450;2003;170;150000
1850;2002;75;100000
9450;2005;163;125000
2999;2007;109;150000
3950;2007;0;150000
4800;2007;80;100000
1670;1999;75;150000
1800;2003;110;150000
5299;2005;90;150000
0;2017;105;150000
3750;1991;234;150000
750;2000;0;150000
4200;2000;163;100000
2549;1998;150;150000
8380;2008;150;150000
8000;2007;129;150000
2599;1998;170;150000
600;2000;86;125000
2650;2000;110;150000
6800;2006;224;150000
2410;2004;69;150000
14900;2009;170;150000
2100;2002;122;150000
300;1996;55;150000
3500;2005;109;150000
2250;2001;158;150000
500;1998;39;80000
10200;2006;150;150000
2800;2007;80;125000
1500;2001;90;150000
330;1999;60;125000
550;1993;122;150000
1320;2002;116;150000
7500;2008;143;150000
7000;2004;150;100000
899;2000;60;150000
4800;2017;110;150000
16500;2012;179;150000
11200;2014;105;30000
1000;1998;102;150000
250;1995;75;150000
0;2009;170;150000
11500;2008;197;150000
1499;1999;90;150000
380;2016;54;100000
14990;2013;140;90000
500;1999;104;150000
5900;2004;218;150000
5499;2016;150;125000
200;1995;102;150000
2000;2002;68;150000
300;2016;140;150000
2999;2017;0;150000
12999;2011;105;70000
7000;2007;140;150000
5300;2008;177;150000
1250;1995;50;50000
1800;2017;60;125000
7900;2005;150;80000
2998;2000;170;150000
800;1996;150;150000
350;1997;81;150000
8790;2018;0;40000
4499;2004;122;150000
3900;1998;150;150000
5900;1997;102;150000
12900;2010;102;70000
1199;2000;60;125000
14800;2012;117;70000
250;1993;0;150000
2499;2006;95;150000
1800;2001;116;125000
0;2016;0;150000
2800;2004;69;100000
4200;2007;105;150000
5500;2006;150;150000
850;2004;130;150000
4100;2004;131;150000
5900;2009;92;90000
1600;2001;51;150000
9600;2013;122;125000
2799;2003;135;5000
7100;2008;177;150000
1;1990;0;150000
4500;2007;163;150000
650;1997;0;150000
6800;2011;120;150000
1450;2016;75;150000
2300;2006;65;50000
250;1998;60;100000
2500;2001;150;150000
1099;2001;80;150000
3999;2009;65;40000
3500;1997;204;150000
2399;2004;0;150000
2600;2005;125;150000
1950;2002;116;150000
10450;2001;220;150000
3100;2001;90;70000
14000;2003;71;5000
190;1999;0;150000
17000;2005;231;150000
11599;2010;143;150000
9800;2006;0;150000
1690;2002;75;125000
1500;1999;131;150000
140;1997;0;150000
5990;2007;95;150000
1300;1996;75;150000
1000;2000;107;125000
11900;2008;170;125000
1400;2000;105;150000
1450;2003;0;125000
2000;2016;59;100000
1599;2017;0;150000
4700;1996;117;150000
1400;1997;0;150000
1100;1999;107;150000
6990;2005;230;100000
650;2002;0;20000
1400;2002;75;150000
16700;2013;140;60000
2000;1999;90;150000
3300;2004;103;150000
1400;1999;90;150000
98;1997;53;150000
14000;2013;99;30000
3800;2003;129;150000
790;1996;102;150000
1450;2000;82;150000
5500;2005;150;150000
150;2016;0;150000
0;2000;0;150000
3650;2003;116;150000
500;1999;0;150000
1999;1996;131;125000
3999;2007;84;150000
2600;2017;101;150000
1500;2001;120;150000
5600;2007;143;150000
6500;1995;68;150000
9500;2008;136;125000
1799;2003;82;150000
710;1995;54;150000
7890;2005;200;150000
250;2000;60;60000
100;1995;116;150000
1000;2000;170;150000
130;1996;45;150000
1;1998;136;150000
14500;2007;163;60000
0;1990;0;150000
13990;2007;209;100000
9490;2007;136;20000
6700;2006;163;150000
2990;2001;101;150000
4500;2001;170;125000
12000;2007;177;125000
16999;2015;102;10000
2000;2018;0;90000
10100;2008;239;100000
3100;2008;0;150000
13200;2010;143;150000
2900;1971;90;90000
1250;2001;129;150000
200;1997;60;150000
1990;1996;125;150000
500;2010;101;70000
0;1995;90;125000
13500;2010;193;60000
1150;2017;107;150000
8999;2009;105;150000
14000;2010;131;150000
1385;1997;110;150000
999;2000;43;150000
14430;2011;146;150000
650;1996;60;150000
1000;1999;101;150000
3000;1997;150;150000
3800;2005;150;150000
14900;2013;105;40000
3900;1990;0;30000
3200;1995;211;150000
150;1996;45;150000
0;1997;75;150000
5699;1987;90;150000
4950;1997;150;150000
700;1996;125;150000
4590;2002;150;150000
6900;1999;193;150000
4000;2007;116;150000
10900;2010;179;80000
600;1996;75;150000
300;1991;75;150000
1250;2002;67;150000
750;2000;60;150000
5800;2005;106;70000
750;1990;90;150000
6000;2002;170;150000
500;1996;45;70000
5990;2009;69;20000
800;1999;105;150000
4250;2005;150;150000
7000;2016;90;90000
8500;2016;177;150000
6500;1973;54;50000
2850;2002;180;150000
3;1998;110;150000
9200;2016;75;40000
2800;2006;60;150000
1200;1996;90;150000
4750;1991;113;150000
7400;2005;163;150000
1600;2001;0;150000
0;2003;170;150000
390;1999;50;150000
0;1999;0;150000
3300;2004;0;150000
4250;2006;80;125000
4000;2003;82;125000
4200;2006;166;150000
12800;2014;101;40000
18500;2013;150;50000
1600;1996;101;150000
300;2000;85;150000
3280;2004;95;150000
12950;2011;160;125000
2500;2005;80;150000
1450;2002;64;80000
500;1999;0;150000
3200;2007;75;125000
1200;2000;107;150000
4800;2001;163;100000
11890;2011;116;150000
2800;2002;122;150000
140;1986;0;20000
1450;2000;90;150000
750;1998;0;150000
2200;1997;125;150000
11000;2002;231;150000
2800;2004;75;150000
9950;2016;0;125000
1800;2018;136;150000
4200;2003;276;150000
550;1998;136;150000
5000;2007;90;80000
3200;1982;0;150000
1250;2003;52;125000
2250;2017;90;150000
400;2002;86;150000
700;2018;75;5000
15900;2008;235;150000
5400;2016;140;150000
4499;2009;109;125000
17000;2008;344;125000
7350;2003;102;70000
15900;2010;177;100000
5750;2007;100;150000
45;2015;0;5000
777;1999;0;150000
1500;2002;58;125000
9300;2011;120;80000
4300;1990;170;150000
3700;2009;69;150000
2699;2005;110;150000
2200;1999;0;90000
1400;1989;0;150000
3200;2005;75;150000
200;2016;75;150000
2800;2002;102;150000
599;1998;110;150000
5500;2008;80;125000
6990;1983;72;150000
4900;2006;109;50000
400;2000;102;150000
4500;2012;90;150000
950;2017;0;125000
1799;1999;75;150000
3000;2017;101;150000
800;1999;75;150000
11500;1985;160;125000
3999;2005;95;150000
9100;2004;150;150000
2000;1994;218;150000
1400;2002;75;150000
5900;2006;150;125000
849;1995;75;150000
2300;2002;75;150000
9200;2005;249;150000
1700;2000;75;150000
11500;2001;179;100000
1700;1999;116;150000
12990;2007;218;70000
5799;2009;75;150000
4000;2003;150;150000
500;2002;60;150000
0;2008;0;30000
1850;2004;65;150000
4000;2017;105;150000
950;1999;60;150000
4600;2005;140;150000
6900;1988;105;150000
3950;2005;73;70000
599;1995;0;90000
12900;1997;237;150000
3500;2003;41;150000
1799;1998;101;150000
8500;2012;105;80000
1399;1999;90;150000
1790;2003;50;100000
1000;2005;109;150000
5500;2009;71;80000
5400;2011;68;30000
7350;2003;170;150000
0;2002;64;150000
15990;1988;224;100000
9500;2017;140;150000
7999;2004;200;150000
5950;2005;0;150000
5699;2004;250;150000
800;2002;60;150000
1190;2018;58;150000
1212;2002;50;20000
2590;2004;116;150000
0;1996;113;150000
5400;1992;179;150000
3800;2005;90;150000
6600;2007;109;125000
1000;2003;58;150000
3000;2016;140;150000
2400;1999;101;150000
9999;2014;105;30000
1700;2004;115;150000
5100;2010;120;150000
15000;2012;245;70000
5400;2006;140;150000
1650;1997;116;150000
700;2003;103;150000
1995;2003;101;150000
750;1997;136;150000
3200;2006;95;90000
120;2016;60;150000
1800;1995;101;150000
7450;2003;143;150000
15490;2009;0;150000
16400;2007;150;125000
17700;2011;170;150000
2400;2001;129;150000
490;2000;116;150000
700;2000;116;150000
999;2016;0;150000
550;1998;60;150000
3800;2003;80;125000
1799;2003;82;150000
4600;2017;131;150000
1650;1998;125;150000
1890;1997;150;150000
1000;2001;56;125000
0;1998;110;150000
600;1993;54;80000
1900;2005;177;150000
600;2016;60;150000
16960;2013;122;30000
250;1997;60;150000
6250;2007;102;150000
7900;2007;150;150000
250;1997;0;150000
5300;2004;194;150000
7500;2010;111;80000
14400;2008;299;125000
2100;2000;105;150000
400;1998;101;150000
249;1998;75;150000
350;1985;0;100000
600;2017;0;150000
7150;2007;116;125000
3400;2004;0;150000
5800;2000;326;150000
5500;2002;150;150000
11990;2006;224;150000
4950;2007;80;100000
17800;2016;99;5000
888;2005;60;150000
555;1999;0;90000
10900;2008;160;100000
2349;2017;120;125000
3550;2008;45;125000
12500;2007;140;150000
1650;1998;125;150000
13000;2008;177;125000
7900;1980;194;125000
2200;2000;101;150000
850;1996;45;125000
1500;2017;90;150000
3300;2003;170;150000
2500;2003;101;150000
450;1998;0;150000
6300;2005;179;150000
10000;2012;177;150000
950;1998;90;150000
9000;2003;163;90000
1300;2018;0;150000
1390;1998;75;150000
4200;2006;136;150000
9299;2011;105;50000
6399;2003;110;80000
8500;2000;193;150000
1900;2003;145;150000
5600;2009;60;80000
3300;2003;61;100000
1350;1999;50;150000
3000;2001;85;90000
2100;1999;279;150000
6299;2012;60;50000
18500;2014;140;50000
1300;2002;95;150000
4200;1999;0;150000
4450;1971;23;70000
1200;2000;0;150000
7777;2007;140;150000
2000;2003;87;150000
4200;2004;125;125000
2800;2002;138;150000
10999;2006;177;30000
1999;1991;179;150000
3999;2005;136;150000
6490;2010;110;125000
4490;1984;310;150000
6050;2003;0;150000
1;1983;0;150000
7299;2008;175;150000
5500;1980;96;60000
1500;1998;116;150000
350;1997;0;150000
800;2003;0;150000
1199;1995;326;150000
6199;2008;122;150000
4900;2004;105;150000
4000;2008;73;90000
3050;2006;114;150000
8350;2010;110;100000
450;1997;103;150000
1400;2000;116;150000
12400;2008;136;150000
8900;2008;170;90000
12900;2006;231;150000
799;2003;54;125000
3700;2001;163;150000
5500;2001;122;150000
2350;2002;98;100000
5200;2001;231;125000
15700;2012;160;50000
2550;2002;163;150000
9999;2005;250;150000
2200;2003;75;125000
600;1996;50;150000
16990;2015;135;20000
1790;1998;86;125000
7500;2012;60;20000
6100;2002;150;150000
1400;1998;99;125000
4190;2006;116;90000
5250;2006;140;150000
3750;2003;105;150000
350;1999;116;150000
1600;1995;90;150000
2500;2016;0;125000
150;1993;150;150000
0;2012;90;90000
3200;2004;90;150000
8495;2006;226;125000
7820;2010;86;50000
14200;2005;231;100000
18000;2008;200;70000
1000;2000;60;60000
1400;2005;60;125000
2900;1998;115;150000
